StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 11:45:19,2021-10-19 11:52:55,IP Address,100,456,True,2021-10-19 11:52:56,R_2U3L52UMdV81Im2,anonymous,NL,1,"Asielzoekers ",Huisvesting,Klimaat,Geweld,Corona,Corona,Huisvesting,Asielzoekers,Geweld,Energiestijging,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Moderately too little - 2,Moderately too little - 2,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,Never - 1,Not interesting at all - 1,6,3850394,NL,FB,0,5,0
2021-10-19 11:50:17,2021-10-19 11:59:33,IP Address,100,555,True,2021-10-19 11:59:33,R_Zq5QicUMJByuiyt,anonymous,NL,1,Stikstofcrisis,Woningmarkt/woningnood,Covid-19,Cultuur van politiek,Gezondheidszorg,3 jongens Den Haag opgepakt,stijging positieve test Covid-19,Poolse premier hakken in het zand,uithuisplaatsing kinderen toeslagaffaire,Trump weigert inzage,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Strongly agree - 7,Never - 1,,,,,,,,,,,,,,,,,,Extremely interesting - 5,4,810995,NL,NOS,0,0,5
2021-10-19 12:00:05,2021-10-19 12:05:32,IP Address,100,326,True,2021-10-19 12:05:33,R_1gowpRLbMoHiZrd,anonymous,NL,0.89999997615814208984375,"Corona ","Nieuw kabinet ",Geweld,"Racisme ","Te kort aan huizen ","Corona ","Nieuw kabinet ",Geweld,"Huizen ","Rascistische ",Agree -6,Agree -6,Somewhat agree -5,Agree -6,Somewhat agree -5,Agree -6,Agree -6,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Agree - 6,Agree - 6,Most of the time - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Far too much attention - 7,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Agree - 6,Agree - 6,Usually - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Most of the time - 6,Moderately interesting - 3,9,4413564,NL,FB,2,4,3
2021-10-19 11:53:09,2021-10-19 12:06:54,IP Address,100,824,True,2021-10-19 12:06:55,R_3CCTvXHLLiZaFKB,anonymous,NL,1,"Corona crisis ","Terrorisme ","Klimaatverandering ","Toeslagen ",Huizencrisis,"Iemand is voor de tram geduwd ","Corona blijft stijgen ",Goffertstadion dicht,Verdachten tram opgepakt,Vulkaanuitbarstingen op La Palma,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Strongly disagree - 1,Moderately too much attention - 6,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Moderately too much - 6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Slightly interesting - 2,3,1865690,NL,NOS,2,0,3
2021-10-19 12:06:25,2021-10-19 12:10:00,IP Address,100,214,True,2021-10-19 12:10:01,R_10B0tHi0JOWq3cs,anonymous,NL,0.800000011920928955078125,corona,asielbeleid,woningnood,energieprijzen,ziektekosten,corona,woningnood,energiecompensatie,ongelukken,dieren,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Somewhat agree -5,Agree -6,Strongly agree - 7,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Agree - 6,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Moderately interesting - 3,8,4018201,NL,FB,0,5,5
2021-10-19 12:03:53,2021-10-19 12:17:18,IP Address,100,804,True,2021-10-19 12:17:18,R_0vVwUPrv2fAFmoN,anonymous,NL,1,immigratie,belatingen,klimaat,veiigheid,cyber criminaliteit,weet niet,ict,asielzoekers,huizenbouw," co2",Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Somewhat disagree - 3,Disagree - 2,Agree - 6,Agree - 6,Somewhat agree - 5,Slightly too little attention - 3,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Moderately interesting - 3,3,43209,NL,FB,0,5,5
2021-10-19 12:10:12,2021-10-19 12:17:45,IP Address,100,452,True,2021-10-19 12:17:45,R_T4JyCpHKALsUyQN,anonymous,NL,1,klimaat,woningmarkt,criminaliteit,gezondheidszorg,onderwijs,toenemende coronabesmettingen IC door niet-gevaccineerden,misdrijf den haag,instorting voetbalstadion en geweld tegen politie,slachtoffers toeslagenaffaire,HPV-zelftest voor vrouwen,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Moderately too much attention - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Very interesting - 4,5,3113407,NL,NOS,1,4,5
2021-10-19 12:25:55,2021-10-19 12:28:52,IP Address,100,176,True,2021-10-19 12:28:53,R_1Nbk3DmZ3AojuWE,anonymous,NL,1,Covid,Gasprijs,Benzine,Grondstoffen,Peter r,Den haag,Peter r,Andre hazes,Covid toename,Weet niet,Somewhat agree -5,Somewhat disagree - 3,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Slightly too much attention - 5,Far too much - 7,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,About half of the time - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Slightly too much attention - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Moderately interesting - 3,7,893680,NL,FB,2,5,2
2021-10-19 08:54:11,2021-10-19 12:31:05,IP Address,100,13013,True,2021-10-19 12:31:05,R_1MQDDc2pkiXxrPy,anonymous,NL,1,klimaat,co2uitstoot,woning tekort,toeslagenaffaire,energie,meer ziekenhuisopname corona,"mogelijk sancties tegen polen ",ned. fietsen naar spanje,geen,geen,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Disagree - 2,Neither agree nor disagree - 4,Disagree - 2,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Neither agree of disagree - 4,Strongly disagree - 1,Strongly disagree - 1,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Neither agree nor disagree - 4,Somewhat agree - 5,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Never - 1,Moderately interesting - 3,6,1894074,NL,FB,0,5,2
2021-10-19 12:24:53,2021-10-19 12:31:44,IP Address,100,410,True,2021-10-19 12:31:44,R_zSD07e1uGtIBy1P,anonymous,NL,0.89999997615814208984375,Veiligheid,Duurzaamheid,Huisvesting,"Inkomen ",Vluchtelingen,Veiligheid,Duurzaamheid,Kosten,Vluchtelingen,Huizenmarkt,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Agree - 6,Agree - 6,Sometimes - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Agree - 6,Agree - 6,Usually - 5,Disagree - 2,Disagree - 2,Agree - 6,Agree - 6,Agree - 6,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Agree - 6,Agree - 6,Most of the time - 6,Slightly interesting - 2,5,5009904,NL,GA,5,5,5
2021-10-19 12:21:15,2021-10-19 12:33:30,IP Address,100,734,True,2021-10-19 12:33:30,R_8dH2sgss0vO5ggV,anonymous,NL,0.89999997615814208984375,Coronapandemie,Woningbouw / woningmarkt,"Onderwijs, tekort leraren",Gezondheidszorg,Toeslagenaffaire,stijging positieve tests corona,opvang Afghanen / asielzoekers,spreiding corona patienten,veiligheid stadions,stijgende gasprijzen,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Disagree - 2,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Strongly disagree - 1,Strongly disagree - 1,Seldom - 2,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Strongly disagree - 1,Somewhat disagree - 3,Moderately too much attention - 6,Far too much - 7,Slightly too much - 5,Neither too much nor too little - 4,Far too much - 7,Moderately too much - 6,Moderately too little - 2,Moderately too little - 2,Moderately too much - 6,Neither agree nor disagree - 4,Disagree - 2,Seldom - 2,Disagree - 2,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree - 6,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too much - 6,Far too little - 1,Slightly too little - 3,Far too little - 1,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Somewhat disagree - 3,Somewhat agree - 5,Seldom - 2,Extremely interesting - 5,3,2008454,NL,NOS,2,3,5
2021-10-19 12:26:03,2021-10-19 12:35:28,IP Address,100,565,True,2021-10-19 12:35:29,R_1Kw2pjI6swP7Aws,anonymous,NL,1,milieu,drugscriminaliteit,geweld op straat tegen hulpverleners,armoedeprobleem,toeslagenaffaire,veel positieve tests,3 jongeren duwen man onder de tram,voetbalrellen,proces moord Peter R.,de wolf,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Never - 1,Disagree - 2,Strongly disagree - 1,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too much - 7,Far too much - 7,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,3,2751697,NL,NOS,0,2,4
2021-10-19 12:25:29,2021-10-19 12:35:59,IP Address,100,629,True,2021-10-19 12:35:59,R_1JY12DeCG1AVE1X,anonymous,NL,0.89999997615814208984375,"Woningnood ","Corona ",Vluchtelingenprobleem,"Milieu ",Formatie,Stijging corona,Formatie,Vaccineren,?,?,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Agree - 6,Agree - 6,Slightly too little attention - 3,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too much - 6,Moderately too much - 6,Far too little - 1,Somewhat agree - 5,Agree - 6,Never - 1,Moderately interesting - 3,9,2697881,NL,NOS,1,3,5
2021-10-19 12:36:03,2021-10-19 12:44:06,IP Address,100,483,True,2021-10-19 12:44:07,R_Ra7IJMnNDfUMzqV,anonymous,NL,1,"Asiel ","Corona ","Nieuw kabinet ","Gas en elektriciteit ","Woningnood ","Corona ","Asielaanvraag ","Gas en licht ","Woningbouw ","Formatie kabinet ",Agree -6,Agree -6,Agree -6,Strongly agree - 7,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Moderately too little - 2,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Slightly too much - 5,Far too little - 1,Far too little - 1,Strongly agree - 7,Strongly agree - 7,Seldom - 2,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Slightly too much - 5,Slightly too much - 5,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Extremely interesting - 5,5,43734,NL,GA/FB,5,5,0
2021-10-19 11:17:14,2021-10-19 12:45:22,IP Address,100,5287,True,2021-10-19 12:45:22,R_3RwNk9PXjGA4rnS,anonymous,NL,1,Klimaat,Veiligheid,Criminaliteit,Belachelijke toeslagen,Prijs niveau/belasting,"Rellen, voetbal supporters",Covid,Formatie,Tramdode,Energieprijzen,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Strongly disagree - 1,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Moderately too little attention - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Slightly too little - 3,Far too little - 1,Far too little - 1,Far too little - 1,Slightly too little - 3,Agree - 6,Neither agree nor disagree - 4,Never - 1,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Disagree - 2,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,9,3120459,NL,FB,2,5,2
2021-10-19 12:41:30,2021-10-19 12:45:25,IP Address,100,234,True,2021-10-19 12:45:25,R_3p3DkwPmdUd1AeT,anonymous,NL,1,Zorg,Woningmarkt,Corona,Milieu,Onderwijs,Corona,Zorg,Woningmarkt,Herfst,Squid game,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Neither agree of disagree - 4,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Moderately interesting - 3,7,5025828,NL,FB,0,5,2
2021-10-19 12:47:01,2021-10-19 13:02:02,IP Address,100,900,True,2021-10-19 13:02:02,R_3NQYCxlvsVwe3Hv,anonymous,NL,0.89999997615814208984375,Klimaat,Zorg,Huisvesting,"Asielzoekers ",Ziekenhuis ruimte,Ongevaccineerden,Ziekenhuis vol,Meer corona,Asfaltfabriek eindhoven,Toeslagaffaire,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Agree - 6,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Agree - 6,Agree - 6,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Sometimes - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Moderately too much attention - 6,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Usually - 5,Moderately interesting - 3,7,3337224,NL,GA,4,5,5
2021-10-19 12:59:39,2021-10-19 13:03:55,IP Address,100,255,True,2021-10-19 13:03:55,R_w4S2NyBXKNKluwx,anonymous,NL,1,Armoede,Woningnood,Asielbeleid,Pensioenen,.,Stijging covid,Kabinet,Weer,Asielgedoe,Sport,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Strongly disagree - 1,Strongly disagree - 1,Never - 1,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Not interesting at all - 1,5,4727682,NL,NOS,2,0,5
2021-10-19 13:02:27,2021-10-19 13:06:23,IP Address,100,235,True,2021-10-19 13:06:23,R_25yE8ho7qxPMali,anonymous,NL,1,bouwen,formatie,wappies,files,stikstof,voetbal,polen,drugs,corona,bouwen,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Slightly interesting - 2,5,176508,NL,NOS,0,0,5
2021-10-19 13:01:49,2021-10-19 13:06:30,IP Address,100,281,True,2021-10-19 13:06:30,R_2AR7qwuLHNy63Kc,anonymous,NL,0.89999997615814208984375,Weet niet,Geen idee,Huh,?,?,?,?,?,?,?,Somewhat disagree - 3,Disagree - 2,Strongly disagree - 1,Somewhat disagree - 3,Strongly disagree - 1,Strongly disagree - 1,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Disagree - 2,Somewhat disagree - 3,Neither agree of disagree - 4,Moderately too little attention - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat disagree - 3,Somewhat disagree - 3,Sometimes - 3,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,2687318,NL,NOS,0,0,5
