StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-21 06:19:33,2021-10-21 06:24:59,IP Address,100,326,True,2021-10-21 06:25:00,R_ylQNNt8wUCDHjEt,anonymous,NL,1,Hoge corona cijfers,Hoog aantal incidenten voetbalsupporters,Nieuwe Delta variant nog besmettelijker,Hoge gasprijzen,AZC Ter Apel overvol,Ron Fresen stopt als NOS verslaggever,Aanval hooligan Feyenoord op Duitse clubleiding in Rotterdams restaurant,Nieuwe Delta variant nog besmettelijker,Schade door windhozen vandaag,Oranje leeuwinnen dag voor WK-kwalificatiewedstrijd zonder bondscoach,3181318,NL,NOS,0,0,5,yes
2021-10-21 06:20:27,2021-10-21 06:27:07,IP Address,100,400,True,2021-10-21 06:27:07,R_2THSQTL10WPLjhr,anonymous,NL,1,"Klimaatverandering ","Woningnood ","Terrorisme ","Toeslag affaire ","Gaswinning ",Aanval hooligans Feyenoord,Moskou opnieuw in lockdown,Schade door windhozen,"Pensioenen worden niet verhoogd ","Dtuk op het klimaatrapport ",1865690,NL,NOS,2,0,3,yes
2021-10-21 06:28:18,2021-10-21 06:29:29,IP Address,100,71,True,2021-10-21 06:29:30,R_3qvOHFQ1YtXARaf,anonymous,NL,1,"Terroristen ",Corona,"Voetbalsupporters ",Immigratie,Klimaat,Voetbal hooligens,Ten Apel,Storm,Immigratie,Moslims,5021572,NL,FB,2,5,3,yes
2021-10-21 06:17:25,2021-10-21 06:29:46,IP Address,100,740,True,2021-10-21 06:29:46,R_1pJuN2rOTvh9gqf,anonymous,NL,0.89999997615814208984375,oplopende getallen corona besmettingen,uithuisplaatsing kinderen van toeslagouders,"repatriëren personen uit Marokko ",stijgende prijzen levensmiddelen,overvolle A.Z.C.'s,oplopende getallen coronabesmettingen,repatrieren personen uit MAROKKO,uit huis plaatsing kinderen van toeslagouders,stijgende prijzen levensmiddelen,overvolle A.Z.C.'s,4536811,NL,FB,0,5,4,yes
2021-10-21 06:24:31,2021-10-21 06:31:21,IP Address,100,409,True,2021-10-21 06:31:21,R_2txvAJ96Ve45XnS,anonymous,NL,0.89999997615814208984375,Toeslagen affaire,Asielzoekers  geen plaats meer,Voetbalgeweld  supporters,Corona,Mileu probleem,Storm raast over nederland,Nieuwe variant van corona,Windhozen barendrecht en zelhem,Verkeersproblemen door storm,Geen verhogingen van pensioen,655814,NL,FB,2,5,3,yes
2021-10-21 06:27:17,2021-10-21 06:31:44,IP Address,100,266,True,2021-10-21 06:31:44,R_1M3w5TPbaUoFboE,anonymous,NL,1,klimaatcrisis,woningcrisis,coronacrisis,politieke impasse,vluchtelingen,corona loopt op,marokko zit dicht,hooligans vallen aan,landen proberen klimaataccoord te torpederen,tornado's,3130969,NL,NOS,0,0,5,yes
2021-10-21 05:20:00,2021-10-21 06:32:18,IP Address,100,4337,True,2021-10-21 06:32:19,R_XoX613nwgdQJZhD,anonymous,NL,1,"milieu ",zwart geld,digitale geld,"technologie ","gezond eten ","milieu ","natuurramp ","technologie ","elektrische  auto's ","politieke ",2765141,NL,GA,5,2,0,no
2021-10-21 06:18:21,2021-10-21 06:44:15,IP Address,100,1554,True,2021-10-21 06:44:16,R_20ZgHStLGraHlhr,anonymous,NL,1,arbeids krapten,klimaat,drugshandel,verharding maatschappij,huizenmarkt,asiel opvang,uithuisplaatsen kinderen,storm,voetbal rellen,huizenmarkt,174743,NL,FB,0,5,2,no
2021-10-21 06:20:14,2021-10-21 06:44:19,IP Address,100,1445,True,2021-10-21 06:44:19,R_20MTMgLPJdwYy7R,anonymous,NL,0.89999997615814208984375,mens,milieu,werk,eten,boeren,weer,wereld,geen,geel,oranje,53389,NL,GA,3,3,0,yes
2021-10-21 06:44:55,2021-10-21 06:47:23,IP Address,100,147,True,2021-10-21 06:47:23,R_2qkmF1fjnqUcMjI,anonymous,NL,1,corona,economie,weer,ziekenhuizen,vaccinatie,weer,file,corona,ziekenhuisopname,uitgestelde operaties,3852749,NL,NOS,2,3,5,yes
2021-10-21 07:00:24,2021-10-21 07:02:49,IP Address,100,145,True,2021-10-21 07:02:50,R_3ly6SBDHMpQcgSz,anonymous,NL,1,corona,vluchtelingen,nieuw kabinet,gasrekening,?,corona,geen vluchten uit landen,tornado barendrecht,ocean cleanup,veehouders,5027759,NL,FB,0,3,2,no
2021-10-21 06:55:39,2021-10-21 07:02:58,IP Address,100,439,True,2021-10-21 07:02:58,R_bOsqBhGDC1gtotj,anonymous,NL,1,corona,milieu,zorg,woningbouw,criminaliteit,mensen vast in Marokko door sluiting grenzen,rijke landen en farmaceuten breken vaccinakkoord met arme landen,Pfizer meldt hoge effectiviteit boosterprik,schade door windhozen,druk op klimaatakkord,1524116,NL,FB,0,3,5,yes
2021-10-21 07:05:52,2021-10-21 07:11:37,IP Address,100,345,True,2021-10-21 07:11:38,R_10pgfDOkJkEPrf9,anonymous,NL,0.89999997615814208984375,Corona,Verkeer,Advocaat,Nieuws,Hart van Nederland,Corona,Hart van Nederland,Advocaat,Verkeer,Nieuws,3982885,NL,FB,1,5,0,no
2021-10-21 07:23:33,2021-10-21 07:26:48,IP Address,100,195,True,2021-10-21 07:26:48,R_2YDgWJ7KSP8bKc9,anonymous,EN,1,covid19,geert wilders,hooligans feyenoord,windhozen,ron fresen stop,covid19,bitcoin,china development,oil prices,netflix squid game,3085737,EN,GA,5,4,5,no
2021-10-21 07:28:20,2021-10-21 07:31:28,IP Address,100,188,True,2021-10-21 07:31:29,R_2SIYws7vIEVC2FH,anonymous,NL,0.89999997615814208984375,nieuwe regering,woningnood,nieuwe bestuurscultuur,immigratie,asiel,nieuwe regering,woningnood,toeslagenaffaire,klimaatbeleid,EU,485456,NL,FB,0,3,0,yes
2021-10-21 07:36:44,2021-10-21 07:37:07,IP Address,100,23,True,2021-10-21 07:37:07,R_2SoaEFtpYXO33t9,anonymous,NL,1,dfg,g,df,df,fgg,fg,fg,g,fg,fg,177034,NL,GA,5,5,3,yes
2021-10-21 07:39:20,2021-10-21 07:43:38,IP Address,100,257,True,2021-10-21 07:43:38,R_3r0cnNh9YowIQIe,anonymous,NL,1,woningmarkt,werkdruk in de zorg,hoogte uitkering pensioenen,VN-rapport over klimaat,Fraudeurs witwassen en dividentbelasting,VR-app verhelpt lui oog,werkloosheid gedaald,stijging brandstof kosten en km-vergoeding,pokémonkaarten zijn goud waard,studie vastgoed en makelaardij populair,3113407,NL,NOS,1,4,5,yes
2021-10-21 07:41:22,2021-10-21 07:50:08,IP Address,100,525,True,2021-10-21 07:50:08,R_3Dd0PlSU7bZ75dX,anonymous,NL,1,Asielzoekersopvang,Woningnood,Energieprijzen,Coronacrisis,Vormen van een kabinet,Coronagevallen weer gestegen,Windhoos,Overleg over het wel of niet sluiten van de stormvloedkering,Azc's overvol,Letland weer in lockdown,4797228,NL,GA,3,2,0,no
2021-10-21 07:45:54,2021-10-21 07:51:00,IP Address,100,306,True,2021-10-21 07:51:01,R_3KGyi5a2VLJKX2Q,anonymous,NL,1,Corona,vrijheid,eenzaamheid,"vernielzucht ",financiën,"Kabinet ",vernielzucht jongeren,Gezondheid,Corona,Opname ziekenhuis,17887,NL,FB,0,5,0,no
2021-10-21 08:06:30,2021-10-21 08:17:39,IP Address,100,669,True,2021-10-21 08:17:39,R_3KPVc9diOUfKgTk,anonymous,NL,0.89999997615814208984375,Covid,Immigratie,Veiligheid,Criminaliteit,Asielbeleid,Covid,Asielbeleid,Criminaliteit,Immigratie,Normen,6949,NL,NOS,2,2,3,no
2021-10-21 08:30:29,2021-10-21 08:33:16,IP Address,100,167,True,2021-10-21 08:33:16,R_1QoOYipuzmrQs0m,anonymous,NL,1,Zorg,Covid,veiligheid,asiel opvang,gas,stijging covid,nieuw Delta variant,storm schade,hooligans,asiel opvang,42600,NL,NOS,0,3,4,no
2021-10-21 08:48:48,2021-10-21 08:56:43,IP Address,100,475,True,2021-10-21 08:56:43,R_2qyk4ARLIUVoF3G,anonymous,NL,1,corona,economie,"urk ",rutte,immigranten,rutte warschau,delta en 4e variant,urk is anders,tramterrorist,groei in gevaar,4163899,NL,NOS/GA,3,0,4,no
2021-10-21 08:56:01,2021-10-21 08:58:31,IP Address,100,150,True,2021-10-21 08:58:31,R_2b1xlwYo6ZEL8PQ,anonymous,NL,1,Asiel,Corona,Defensie,Nvt,Nvt,Corona,Asiel,Gas,Nvt,Nvt,2673441,NL,GA,4,5,4,no
2021-10-21 08:56:00,2021-10-21 09:03:35,IP Address,100,455,True,2021-10-21 09:03:35,R_3DiGSwh4sqOXtcG,anonymous,NL,1,Immigratie,Huisvesting,Gezondheidszorg,Normen en waarden,veiligheid,immigratie,gezondheidszorg,veiligheid,huisvesting,onderwijs,644346,NL,GA,5,0,5,no
2021-10-21 09:04:36,2021-10-21 09:05:59,IP Address,100,83,True,2021-10-21 09:06:00,R_Z2zf7EaDoF9Dnup,anonymous,NL,0.89999997615814208984375,formatie,corona,immigratie,bouwen,files,formatie,corona,bouwen,files,immigratie,176508,NL,NOS,0,0,5,yes
2021-10-21 09:02:40,2021-10-21 09:11:02,IP Address,100,502,True,2021-10-21 09:11:03,R_svaE89CyJwbHD0Z,anonymous,NL,1,armoedebeleid,opvang vluchtelingen,indexatie pensioenen,oplopende besmettingen,betrouwbare overheid,uithuisplaatsing kinderen toeslagenaffaire,nieuwe besmettingen,niet kunnen verhogen pensioenen,incidenten voetbalwedstrijden,windhoos,3110323,NL,NOS,0,0,5,no
2021-10-21 09:25:39,2021-10-21 09:29:27,IP Address,100,227,True,2021-10-21 09:29:27,R_eRKWh3BpV2DbwhX,anonymous,NL,1,Corona,Nieuwe CD ABBA,Reunie BZN?,André Hazes jr.,Storm over Nederland,Corona,Morgen nieuwe single ABBA,Reunie BZN,Stijgende besmettingen Corona,Duitsland laat per 25-11-2021 alles vrij,345053,NL,FB,0,5,5,yes
2021-10-21 09:38:50,2021-10-21 09:41:02,IP Address,100,131,True,2021-10-21 09:41:02,R_3p9BRFhv3XAiCdm,anonymous,NL,1,coronacrisis,zorg,onderwijs,"formatie ",persvrijheid,coronabesmettingen,prijsstijgingen o.a. speelgoed,kindertoeslag kinderen,tram ongeluk,lockdown letland,4035848,NL,NOS,1,0,5,yes
2021-10-21 09:36:14,2021-10-21 09:55:05,IP Address,100,1130,True,2021-10-21 09:55:05,R_2EGH0V1mQuXhtxf,anonymous,NL,1,immigratie,wonigbouw,criminaliteit,nieuwe regering,tekort aan energie,pensioenen,overheid,corona,asielzoekers,toeslagenaffaires,2864644,NL,NOS,0,0,5,no
2021-10-21 10:05:42,2021-10-21 10:11:49,IP Address,100,367,True,2021-10-21 10:11:50,R_1DpcAQW1N8H8s52,anonymous,NL,1,klimaat,nieuw kabinet,toeslagenaffaire,geweld op straat,huisvesting,geweld op straat,corona,toeslagenaffaire,energiekosten,huisvesting,167056,NL,GA,3,3,4,no
2021-10-21 10:35:37,2021-10-21 10:38:52,IP Address,100,195,True,2021-10-21 10:38:52,R_2tcnGoSb8pckGoq,anonymous,NL,1,toeslagen affaire,corona,15 jarige vast voor tramdode,zie drie,zie drie,Toeslagenaffaire,Corona,15 jarige vast voor tram dode,Koningin Elizabeth ziek,Vliegtuigen Marokko aan de grond,2433880,NL,NOS,0,1,4,yes
2021-10-21 10:37:46,2021-10-21 10:39:17,IP Address,100,91,True,2021-10-21 10:39:18,R_1rPvxdHaxN26eAa,anonymous,NL,0.89999997615814208984375,Milieu,Verkeer,Economie,Zorg,Wonen,Weer,Verkeer,Formatie,Vluchtelingen,Bouwen,1515152,NL,NOS,0,2,5,yes
2021-10-21 10:28:19,2021-10-21 10:45:34,IP Address,100,1035,True,2021-10-21 10:45:35,R_8wdAbeZ1XDK9ogV,anonymous,NL,1,klimaat,veiligheid,economie,migranten,nvt,economie,klimaay,"veiligheid ",natuur,welzijn,4168662,NL,GA,4,4,4,no
2021-10-21 10:47:28,2021-10-21 10:53:56,IP Address,100,388,True,2021-10-21 10:53:56,R_30jcrErRRpp11dH,anonymous,NL,0.89999997615814208984375,Corona,woningmarkt,Milieu,Energie,Europa,Jongen verdacht van duwen man voor de  tram.,Miljardeninvestering waterstof.,Vliegverbod tussen Nederland en Marokko.,Nieuwe mutatie deltavariant.,Uit huis geplaatse kinderen toeslagenouders.,170386,NL,GA,5,0,4,yes
2021-10-21 11:14:17,2021-10-21 11:16:30,IP Address,100,132,True,2021-10-21 11:16:30,R_p3syClBbWGagB8d,anonymous,NL,1,Asielzoekers,Milieu,Coronapas,Verkeersveiligheid,Overvolle ziekenhuizen,Noodweer,Corona,Asielzoekers,Voetbal van Ajax,Drukte in ziekenhuizen,2686579,NL,FB,1,5,5,yes
2021-10-21 11:17:48,2021-10-21 11:20:38,IP Address,100,170,True,2021-10-21 11:20:38,R_1FbxL95d1EyPJAb,anonymous,NL,1,milieu,immigratie,Corona,Economie,Huizenmarkt,Criminaliteit,Storm van vannacht,"Zorg ",Milieu,Formatie,3819765,NL,NOS,0,0,4,yes
2021-10-21 11:36:11,2021-10-21 11:39:25,IP Address,100,193,True,2021-10-21 11:39:25,R_Z7R6YcSAMYxGpUZ,anonymous,NL,1,"functie ","migratie ","Gezondheid ",terrorisme," werkloosheid ",economie,"vaccinatie ","politiek ","opleiding ","salaris ",3082302,NL,GA,5,5,5,yes
2021-10-21 11:49:18,2021-10-21 11:52:28,IP Address,100,190,True,2021-10-21 11:52:29,R_3kM19wMpoQGTGaC,anonymous,NL,0.89999997615814208984375,Klimaat,Migratie,"Criminaliteit ","Werkloosheid ","Belasting ",Klimaat,"Werkloosheid ","Migratie ","Criminaliteit ","Belasting ",43669,NL,GA,5,5,5,yes
2021-10-21 11:58:10,2021-10-21 12:09:41,IP Address,100,690,True,2021-10-21 12:09:41,R_3szxeEu94o9V3nI,anonymous,NL,0.89999997615814208984375,Klimaat,Misdaad,Woningmarkt,Vluchtelingenstroom,Corona,Prijsstijgingen,Eurotop,Extra geld basis onderwijs,Stormschade,Geen pensioen verhoging,3861452,NL,GA,5,0,4,no
2021-10-21 12:09:43,2021-10-21 12:10:17,IP Address,100,34,True,2021-10-21 12:10:17,R_1N4EcAroUhIT5Xu,anonymous,NL,1,?,?,?,/,?,?,?,?,/,?,2687318,NL,NOS,0,0,5,yes
2021-10-21 12:37:03,2021-10-21 12:43:54,IP Address,100,410,True,2021-10-21 12:43:54,R_bdr5eWcSWkLnu7f,anonymous,NL,1,Corona,Criminaliteit,Mentaliteit,Klimaat/milieu,Demissionair kabinet,Windhoos Barendrecht,Aanhouding 15-jarige jongen bij tramaccident in Den Haag,Energievergoeding die niet bij de juiste mensen terecht komt,Vaccinatie tekorten in Oosteuropese landen,Coronacijfers,34281,NL,NOS,1,1,3,yes
2021-10-21 13:05:31,2021-10-21 13:07:16,IP Address,100,105,True,2021-10-21 13:07:17,R_1Dpb5m1wIexh5PK,anonymous,NL,1,corona,het weer,zorg,vakantie,sport,corona,het weer,marokko reizen,voetbal,geen idee,479853,NL,FB,2,5,3,yes
2021-10-21 13:29:55,2021-10-21 13:31:53,IP Address,100,117,True,2021-10-21 13:31:53,R_D5HktjfCmE7eZNv,anonymous,NL,1,nvt,nvt,nvt,nvt,nvt,nvt,nvt,nvy,i,n,4632112,NL,GA,4,5,3,no
2021-10-21 13:36:17,2021-10-21 13:38:22,IP Address,100,125,True,2021-10-21 13:38:22,R_3PoUAOMslJwG5Wd,anonymous,NL,1,"Covid-19 ","Besmettingen ","Volle ziekenhuizen ","Nieuwe variant ","Voetbal ","Besmettingen ",Ziekenhuizen vol,"Nieuwe variant corona ","Voetbal ","Energie prijs ",4408379,NL,NOS,1,0,5,yes
2021-10-21 13:51:40,2021-10-21 13:56:48,IP Address,100,307,True,2021-10-21 13:56:49,R_2tosrsSXd8JzNGC,anonymous,NL,1,gezondheidszorg,Migratie,huisvesting,formatie,vervuiling door grote bedrijven,formatie,corona,migratie,druk op gezondheidszorg,huisvesting,3932533,NL,FB,0,4,5,no
2021-10-21 14:03:57,2021-10-21 14:06:39,IP Address,100,161,True,2021-10-21 14:06:39,R_1gejkBeYiyqZWR1,anonymous,NL,1,milieu,woningmarkt,bestuurscultuur,kabinetvorming,criminaliteit,kinderuitplaatsing,dividentbelasting,europa,polen,rutte,46710,NL,GA,3,0,2,yes
2021-10-21 14:12:43,2021-10-21 14:17:07,IP Address,100,263,True,2021-10-21 14:17:07,R_2YzBaCNfbCHJLFZ,anonymous,NL,0.89999997615814208984375,"Milieu ",Corona,Politiek,"Onderwijs ",Verkeer,RIVM maakt zich niet zorgen over delta variant,Marokko vluchten,Belastingontduiking hoekstra,"Duurdere pepernoot ","Tornado Barendrecht ",3846618,NL,GA,3,0,2,yes
2021-10-21 14:38:17,2021-10-21 14:42:43,IP Address,100,266,True,2021-10-21 14:42:43,R_6J1J0GVy8NN0s4p,anonymous,NL,1,Corona,Opvang,Ter Apel,Energie,Prijzen,Vluchtelingen opvang,Corona  bedden,Energieprijzen,Honden op La Palma,Vliegverbod,44208,NL,GA,3,5,2,yes
2021-10-21 15:12:04,2021-10-21 15:16:55,IP Address,100,290,True,2021-10-21 15:16:55,R_ZsYjeAC0no9rsY1,anonymous,NL,0.89999997615814208984375,Corona pandemie,Hoge energie prijzen,Personeelstekorten,Toeslagenaffaire,Formatie,Zorgwekkende cijfers oplopende besmettingen,Het noodweer van afgelopen nacht en vandaag in Nederland,"Verschillende landen in Lockdown (Letland, Roemenie)",Mogelijke nieuwe corona variant,Mogelijke uithuiszettingen door toeslagaffaire,2008454,NL,NOS,2,3,5,yes
2021-10-21 16:21:27,2021-10-21 16:22:18,IP Address,100,50,True,2021-10-21 16:22:18,R_AiWc7nDIPetm8tH,anonymous,NL,1,Texaco,Gas,Elektriciteit,Duurder,Alexia,Alexia,Koninklijke huis,Corona,Nieuw variant,Dansmarathon,4149835,NL,GA,5,4,3,yes
2021-10-21 21:48:13,2021-10-21 21:48:56,IP Address,100,43,True,2021-10-21 21:48:57,R_3lDIYYQwnPhVNXX,anonymous,NL,1,migratie,zorg,onderwijs,woning,energie,energie,migratie,zorg,corona,woningen,172978,NL,GA,4,5,4,yes
2021-10-21 02:21:17,2021-10-21 22:48:51,IP Address,100,73654,True,2021-10-21 22:48:52,R_1dKpwUbe6eiIIG8,anonymous,NL,1,corona,gezondheidszorg,huisvesting,kosten energie,criminaliteit,opvang asielzoekers,stikstofbeleid,voetbal,discriminatie,stormweer,4023940,NL,NOS,0,0,3,no
2021-10-21 01:35:34,2021-10-21 07:26:57,IP Address,4,21083,False,2021-10-22 00:10:00,R_27HUw58FpSSnySg,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,5029808,NL,NOS,0,0,5,yes
2021-10-21 01:32:25,2021-10-21 01:32:30,IP Address,4,4,False,2021-10-22 00:10:00,R_2wGZlfpoU3NHyx2,anonymous,NL,1,,,,,,,,,,,173129,NL,NOS,0,0,5,yes
2021-10-21 01:36:34,2021-10-21 01:36:48,Spam,4,13,False,2021-10-22 00:10:00,R_2WAKYzYOBHt4YgK,anonymous,NL,1,,,,,,,,,,,2797926,NL,FB,0,5,2,yes
2021-10-21 01:33:50,2021-10-21 01:36:15,IP Address,8,145,False,2021-10-22 00:10:01,R_24pkotDO6yZKllo,anonymous,NL,1,klimaat,milieu,corona,belasting,regering,,,,,,2438434,NL,NOS,2,2,5,no
2021-10-21 01:41:52,2021-10-21 01:42:04,IP Address,4,11,False,2021-10-22 00:10:01,R_2Y9OfQW7kwfAxWW,anonymous,NL,1,,,,,,,,,,,173335,NL,FB,2,5,3,no
2021-10-21 01:40:50,2021-10-21 01:44:48,IP Address,0,238,False,2021-10-22 00:10:01,R_BysYv6tZEdbqNNf,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,3337224,NL,GA,4,5,5,yes
2021-10-21 01:56:06,2021-10-21 01:56:17,Spam,4,11,False,2021-10-22 00:10:01,R_VWqSqO4tUAqThlL,anonymous,NL,1,,,,,,,,,,,2614766,NL,NOS,2,2,3,yes
2021-10-21 01:58:29,2021-10-21 01:58:34,Spam,4,5,False,2021-10-22 00:10:01,R_3Hz5Y8jd3pWJnJS,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,4016383,NL,GA,3,5,2,yes
2021-10-21 02:12:10,2021-10-21 02:12:16,IP Address,4,6,False,2021-10-22 00:10:01,R_3j8s2ZJTLvza88c,anonymous,NL,1,,,,,,,,,,,173005,NL,FB,0,5,1,no
2021-10-21 02:14:53,2021-10-21 02:15:04,Spam,4,10,False,2021-10-22 00:10:01,R_25LOV4ELXCed5hO,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,3110175,NL,NOS,0,0,3,no
2021-10-21 01:43:36,2021-10-21 01:43:39,Spam,4,3,False,2021-10-22 00:10:01,R_3GvNUGfLX1iS3rC,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,4159948,NL,FB,2,5,2,yes
2021-10-21 02:36:39,2021-10-21 02:37:45,Spam,4,66,False,2021-10-22 00:10:02,R_3NWDAhIzjVB3meU,anonymous,NL,1,,,,,,,,,,,4887703,NL,FB,1,5,2,no
2021-10-21 03:02:59,2021-10-21 03:03:14,Spam,4,15,False,2021-10-22 00:10:02,R_bCLF5v9s0552BpL,anonymous,NL,1,,,,,,,,,,,973479,NL,NOS,0,2,5,no
2021-10-21 03:01:30,2021-10-21 03:01:42,Spam,4,12,False,2021-10-22 00:10:02,R_sUvaZvMdpovKccp,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,168722,NL,FB,0,5,2,no
2021-10-21 03:31:37,2021-10-21 03:31:51,Spam,4,14,False,2021-10-22 00:10:02,R_zTIvFvIK0hjdjHj,anonymous,NL,1,,,,,,,,,,,172863,NL,NOS,0,0,3,no
2021-10-21 04:48:12,2021-10-21 04:52:42,Spam,4,269,False,2021-10-22 00:10:02,R_BJUNe2OqT0h0Axj,anonymous,NL,1,,,,,,,,,,,485438,NL,FB,0,5,1,no
2021-10-21 03:29:52,2021-10-21 03:29:54,Spam,4,2,False,2021-10-22 00:10:02,R_2dsCmVr2DdXpiG9,anonymous,NL,1,,,,,,,,,,,4074154,NL,NOS,0,0,5,no
2021-10-21 03:19:09,2021-10-21 03:19:15,Spam,4,6,False,2021-10-22 00:10:02,R_2Suc3Mb0CAI6gIm,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,21020,NL,FB,0,5,5,no
2021-10-21 09:00:52,2021-10-21 09:00:58,Spam,4,5,False,2021-10-22 00:10:02,R_Qnd3kOfGgH0q2zv,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,4380590,NL,FB,0,3,2,yes
2021-10-21 09:25:59,2021-10-21 09:27:37,IP Address,8,97,False,2021-10-22 00:10:02,R_3O84inhIaLTL3H4,anonymous,NL,0.89999997615814208984375,Genderrivaliteit,Discriminatie,Energie prijzen,Immigratie,Covid,,,,,,5057385,NL,GA,5,5,4,no
2021-10-21 09:28:43,2021-10-21 09:28:53,Spam,4,10,False,2021-10-22 00:10:02,R_2YfX4LrPw2GNlUV,anonymous,NL,0.800000011920928955078125,,,,,,,,,,,42254,NL,GA,5,0,0,no
2021-10-21 09:37:08,2021-10-21 09:37:19,Spam,4,11,False,2021-10-22 00:10:02,R_AtyqzyZL32wbwdz,anonymous,NL,1,,,,,,,,,,,3113025,NL,GA,4,5,1,no
2021-10-21 03:43:19,2021-10-21 03:43:28,Spam,4,9,False,2021-10-22 00:10:02,R_3EfARAma8tBpJky,anonymous,NL,1,,,,,,,,,,,3235893,NL,GA,3,3,2,no
2021-10-21 04:03:36,2021-10-21 04:03:43,IP Address,4,7,False,2021-10-22 00:10:02,R_23gl5LKIGIxBjaE,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,4827240,NL,FB,0,4,2,yes
2021-10-21 03:47:00,2021-10-21 03:47:12,IP Address,4,11,False,2021-10-22 00:10:02,R_3Oluq2eRrspFOQl,anonymous,NL,1,,,,,,,,,,,43210,NL,FB,0,5,0,no
2021-10-21 12:47:59,2021-10-21 12:48:13,Spam,4,13,False,2021-10-22 00:10:02,R_2dDPL3ZijIWsW15,anonymous,NL,1,,,,,,,,,,,1578054,NL,FB,0,3,0,no
2021-10-21 06:04:07,2021-10-21 06:04:15,Spam,4,7,False,2021-10-22 00:10:02,R_2OGu4dv4x34jH9b,anonymous,NL,1,,,,,,,,,,,1524116,NL,FB,0,3,5,yes
2021-10-21 13:28:15,2021-10-21 13:28:40,Spam,4,25,False,2021-10-22 00:10:02,R_se6G5PBbqXGvvfb,anonymous,NL,1,,,,,,,,,,,3932293,NL,GA,5,0,2,no
2021-10-21 10:42:24,2021-10-21 10:43:25,Spam,4,60,False,2021-10-22 00:10:02,R_1gUdsf8FIILgNZo,anonymous,NL,1,,,,,,,,,,,3172997,NL,FB,0,5,5,yes
2021-10-21 05:09:33,2021-10-21 05:18:20,Spam,4,527,False,2021-10-22 00:10:02,R_3PG1Q3Pl77yDUoq,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,52937,NL,NOS,0,3,5,no
2021-10-21 05:00:57,2021-10-21 05:01:22,Spam,4,24,False,2021-10-22 00:10:02,R_6nkK42dj99VebTP,anonymous,NL,1,,,,,,,,,,,38808,NL,GA,5,5,5,no
2021-10-21 08:05:11,2021-10-21 08:05:17,Spam,4,6,False,2021-10-22 00:10:03,R_3oZaNFwdQQyfoVj,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,481260,NL,FB,0,5,5,no
2021-10-21 06:39:58,2021-10-21 06:41:31,IP Address,8,93,False,2021-10-22 00:10:03,R_ZJH6erhw3Jkb81b,anonymous,NL,0.89999997615814208984375,Corona,"Politiek ","Hooligans ","Voetbal ","Milieu ",,,,,,2803603,NL,GA,4,5,5,yes
2021-10-21 14:46:57,2021-10-21 14:48:17,Spam,4,80,False,2021-10-22 00:10:03,R_1jTijdZORnT06Ke,anonymous,NL,1,,,,,,,,,,,878413,NL,GA,3,4,4,no
2021-10-21 05:29:30,2021-10-21 05:32:02,IP Address,96,151,False,2021-10-22 00:10:03,R_qRuoUkzDRLk8Zj3,anonymous,NL,1,Energieprijzen,Kabinet,Covid,Toeslagen,Geweld,Noodweer,Aanval holigans,Samenstelling kabinet,Energie prijzen,Niets,2764740,NL,FB,0,5,3,yes
2021-10-21 06:39:23,2021-10-21 06:39:35,Spam,4,12,False,2021-10-22 00:10:03,R_1NYZIoweEKRIPeh,anonymous,NL,1,,,,,,,,,,,663421,NL,NOS,0,0,5,yes
2021-10-21 10:38:40,2021-10-21 10:38:47,Spam,4,7,False,2021-10-22 00:10:03,R_3PoXSd6EWDS36SD,anonymous,NL,1,,,,,,,,,,,2798633,NL,FB,0,5,3,yes
2021-10-21 13:28:52,2021-10-21 13:37:33,Spam,4,521,False,2021-10-22 00:10:03,R_2D7bN4RYddlDqLJ,anonymous,NL,1,,,,,,,,,,,3113207,NL,NOS,0,1,4,yes
2021-10-21 14:13:28,2021-10-21 14:13:35,Spam,4,7,False,2021-10-22 00:10:03,R_Qg2pqV3Bt8SjVgB,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,481761,NL,NOS,0,1,5,no
