"imid","group","TrustGeneral","TrustChannel","AttentionGeneral","Attention","PolAttention","IAffairsAttention","PublicHealthAttention","ScienceAttention","EconomyAttention","SportsAttention","EntAttention","CelAttention","PerceivedLackDiversity","Customization","PolInt","PolOr"
659202,"FB",4.57142857142857,4.4,5,4,3,3,3,3,3,3,3,3,4,1,4,2
727824,"FB",4.85714285714286,4.2,4,4,4,4,3,4,3,1,3,4,5,1,1,9
1894074,"FB",4.42857142857143,3.4,5,4.5,4,4,5,4,4,5,5,4,4.5,1,3,6
486764,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524116,"FB",4.71428571428571,4.8,2,2,2,2,5,1,4,1,4,1,3.5,3,4,2
1578054,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850394,"FB",3.85714285714286,3,4,4,4,2,3,2,3,4,4,4,5.5,1,1,6
19515,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40696,"FB",4.57142857142857,4.4,4,3,2,2,2,2,2,2,2,2,4,1,4,8
579492,"FB",5.14285714285714,3.8,4,4,4,4,4,4,4,1,4,4,4,1,3,8
488061,"FB",4.28571428571429,4.6,4,4,4,4,4,4,4,4,4,4,4,5,3,8
2744799,"FB",5.28571428571429,5.2,4,4.5,5,4,6,3,7,4,1,1,5.5,4,4,3
345053,"FB",3.71428571428571,3.4,5,3,1,1,1,1,1,1,7,7,6,1,2,5
1208274,"FB",3.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8
173412,"FB",4.28571428571429,3.6,4,4,4,4,4,4,4,4,4,4,5.5,1,4,6
4780007,"FB",5,4,4,4,4,2,2,2,2,1,4,4,4,1,4,3
3982885,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481260,"FB",4.14285714285714,4.2,4,4,4,4,2,3,4,4,4,4,4,2,2,6
4018201,"FB",5,4.2,4,4,4,4,4,4,4,4,4,4,5,3,3,8
809350,"FB",4,3.8,4,4.5,5,5,5,5,4,4,4,4,4,4,3,6
4661827,"FB",4.28571428571429,3.4,5,4,3,3,5,3,3,5,7,7,4,1,3,8
444657,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173211,"FB",5.57142857142857,4.2,5,4.5,4,4,6,1,4,4,6,6,4,3,1,6
176938,"FB",6.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
43210,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480907,"FB",4.28571428571429,2.4,4,4,4,4,4,4,4,4,5,4,3.5,1,2,5
1773810,"FB",4.28571428571429,3.2,4,4,4,1,1,1,1,4,1,1,2.5,1,4,9
485660,"FB",4.28571428571429,4.4,4,4,4,4,3,3,3,7,5,6,4.5,1,2,4
43626,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174743,"FB",4.85714285714286,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4
4827240,"FB",4,3.4,3,2.5,2,2,3,2,2,3,4,4,4,1,3,6
3112903,"FB",4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
4511573,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867914,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17887,"FB",4.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10
480760,"FB",4.14285714285714,3.4,2,3,4,3,6,3,6,3,5,4,4.5,1,3,3
173934,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739633,"FB",4.71428571428571,3.6,2,2,2,2,1,2,2,4,2,2,4,2,4,6
594944,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4916690,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809873,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182935,"FB",4.57142857142857,3.4,1,1,1,1,1,1,1,1,1,1,6,1,1,7
4380590,"FB",3.42857142857143,3.2,4,2.5,1,1,2,1,3,2,2,2,5,4,3,3
19126,"FB",4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9
4489604,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596432,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4729468,"FB",4.57142857142857,4.4,4,2.5,1,1,4,3,4,3,5,4,4.5,1,2,2
4608304,"FB",4.42857142857143,4.4,2,2,2,4,4,3,4,5,5,5,4.5,4,3,7
489084,"FB",5.42857142857143,4.2,4,4,4,4,4,4,4,4,3,5,5,2,3,6
4887703,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21020,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209,"FB",4.71428571428571,4.4,3,2.5,2,2,4,1,3,4,3,2,4,3,3,3
5025828,"FB",4.71428571428571,4.2,3,3,3,3,4,3,4,4,4,4,5,3,3,7
4625400,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5028834,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686579,"FB",4.85714285714286,3.6,7,5.5,4,4,4,2,4,3,5,2,5.5,1,3,3
43450,"FB",4.71428571428571,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
4326794,"FB",4.14285714285714,4.2,3,3.5,4,4,4,4,4,4,4,4,5,2,4,5
168751,"FB",4.85714285714286,4.2,4,4,4,4,4,4,4,4,4,4,5,1,4,5
3932533,"FB",4.85714285714286,4,4,3.5,3,3,4,5,4,4,4,4,4,1,4,8
485438,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168288,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5047883,"FB",4.28571428571429,3.2,4,4,4,3,5,4,4,5,4,4,4,1,NA,NA
567060,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4536811,"FB",5.42857142857143,3.6,4,2.5,1,1,1,1,1,1,4,4,4,1,2,7
45797,"FB",3.57142857142857,4,2,1.5,1,2,4,3,4,4,4,2,5,1,2,6
1578008,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865934,"FB",5.14285714285714,4.4,4,4,4,4,5,4,4,2,5,4,4,1,3,5
647407,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4031731,"FB",4.57142857142857,3,6,3.5,1,1,3,1,3,6,4,5,5,5,4,2
168722,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43250,"FB",4.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
639654,"FB",4.71428571428571,2.8,4,4,4,4,4,4,4,4,4,4,4,1,5,2
593235,"FB",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2837723,"FB",4.71428571428571,4.4,5,3,1,2,7,1,6,1,1,1,4.5,3,2,6
48300,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116121,"FB",4.42857142857143,4,5,4.5,4,4,4,4,4,5,4,5,4,2,3,7
4548269,"FB",4.14285714285714,3.8,4,3,2,2,2,2,2,2,4,2,4,1,2,7
43596,"FB",4,2,4,3,2,2,2,2,2,2,2,2,2,1,3,3
2797926,"FB",4.42857142857143,4,3,2,1,1,2,1,2,2,5,5,4.5,1,1,3
3819875,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867794,"FB",5,4.2,3,2,1,1,2,1,2,5,4,4,4,4,4,8
173005,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119751,"FB",4,2.8,4,3,2,2,2,2,2,2,2,2,4,1,4,3
1773354,"FB",4.28571428571429,4.4,4,4,4,4,4,2,3,1,4,4,4.5,4,3,3
168772,"FB",5.14285714285714,3.4,3,2,1,1,4,2,4,4,5,6,4.5,1,2,7
42815,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039490,"FB",5.42857142857143,4.8,4,5,6,3,4,4,4,6,5,2,4.5,2,3,8
5047801,"FB",4.42857142857143,4.4,4,4,4,4,2,4,4,4,2,4,5,1,3,5
4624107,"FB",6,4.6,3,3,3,3,3,3,3,3,3,3,3,1,1,8
5031767,"FB",4.85714285714286,4,4,4,4,4,4,4,4,3,4,4,4.5,3,2,1
3172997,"FB",5.14285714285714,3.6,4,4,4,4,4,2,4,4,3,4,4.5,3,4,8
5027759,"FB",4.14285714285714,4.6,4,4,4,4,4,4,4,4,4,4,5,1,4,4
485456,"FB",4,3.2,6,5.5,5,5,3,3,4,5,4,4,5.5,1,5,8
168860,"FB",5.28571428571429,4.2,4,2.5,1,1,2,1,1,1,3,1,4,1,4,5
480184,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4666264,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50925,"FB",4.28571428571429,4,4,3.5,3,4,4,4,5,4,4,5,4.5,1,1,7
3179119,"FB",4.28571428571429,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6
574428,"FB",4.28571428571429,3.6,6,3.5,1,1,4,1,2,2,7,7,5,1,2,10
2764740,"FB",4,3.8,4,4,4,2,5,1,4,5,2,1,4,3,2,8
2798633,"FB",4.71428571428571,2.6,4,4,4,4,4,4,4,4,4,4,4,4,3,6
3154649,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008638,"FB",4.42857142857143,4.6,1,1,1,1,1,1,1,1,1,1,4,4,1,5
167441,"FB",5.14285714285714,5.8,6,6,6,5,5,6,5,6,6,6,6.5,7,4,8
893680,"FB",4.71428571428571,4.8,5,5,5,5,4,4,3,5,5,5,5,3,3,7
655814,"FB",4.85714285714286,4.4,3,3.5,4,4,5,4,4,4,3,2,4,3,4,6
4022408,"FB",4.42857142857143,4.2,4,4,4,4,4,4,4,4,4,4,4,1,3,6
4413564,"FB",5.71428571428571,4,5,4.5,4,3,4,4,3,4,3,4,5,6,3,9
4159948,"FB",6.14285714285714,6.2,6,6,6,4,5,4,6,4,5,3,6,6,3,10
5021572,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7
4779640,"FB",3.85714285714286,3.6,4,3.5,3,3,2,3,2,1,2,2,4,4,3,7
173200,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36160,"FB",5.14285714285714,3.6,5,4,3,3,3,3,3,3,3,3,3,2,3,5
4353320,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4732950,"FB",4.57142857142857,4,4,3.5,3,4,3,4,4,5,4,4,3.5,3,2,3
4067149,"FB",3.71428571428571,3.6,3,2.5,2,2,4,2,3,4,4,4,2,4,3,7
173335,"FB",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4374253,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685266,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2418880,"FB",4.71428571428571,4.4,3,3,3,3,3,3,3,4,3,3,3,4,4,2
4074650,"FB",5,4.2,2,3,4,4,4,4,4,4,5,5,3.5,2,2,6
479853,"FB",5.14285714285714,5.6,5,3.5,2,2,4,2,3,5,4,3,5,5,3,7
5006362,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481820,"FB",5.42857142857143,5,3,3.5,4,4,4,4,4,5,3,4,4.5,3,4,8
3852333,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659202,"FB",4.57142857142857,4.4,5,4,3,3,3,3,3,3,3,3,4,1,4,2
727824,"FB",4.85714285714286,4.2,4,4,4,4,3,4,3,1,3,4,5,1,1,9
1894074,"FB",4.42857142857143,3.4,5,4.5,4,4,5,4,4,5,5,4,4.5,1,3,6
486764,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524116,"FB",4.71428571428571,4.8,2,2,2,2,5,1,4,1,4,1,3.5,3,4,2
1578054,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850394,"FB",3.85714285714286,3,4,4,4,2,3,2,3,4,4,4,5.5,1,1,6
19515,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40696,"FB",4.57142857142857,4.4,4,3,2,2,2,2,2,2,2,2,4,1,4,8
579492,"FB",5.14285714285714,3.8,4,4,4,4,4,4,4,1,4,4,4,1,3,8
488061,"FB",4.28571428571429,4.6,4,4,4,4,4,4,4,4,4,4,4,5,3,8
2744799,"FB",5.28571428571429,5.2,4,4.5,5,4,6,3,7,4,1,1,5.5,4,4,3
345053,"FB",3.71428571428571,3.4,5,3,1,1,1,1,1,1,7,7,6,1,2,5
1208274,"FB",3.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8
173412,"FB",4.28571428571429,3.6,4,4,4,4,4,4,4,4,4,4,5.5,1,4,6
4780007,"FB",5,4,4,4,4,2,2,2,2,1,4,4,4,1,4,3
3982885,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481260,"FB",4.14285714285714,4.2,4,4,4,4,2,3,4,4,4,4,4,2,2,6
4018201,"FB",5,4.2,4,4,4,4,4,4,4,4,4,4,5,3,3,8
809350,"FB",4,3.8,4,4.5,5,5,5,5,4,4,4,4,4,4,3,6
4661827,"FB",4.28571428571429,3.4,5,4,3,3,5,3,3,5,7,7,4,1,3,8
444657,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173211,"FB",5.57142857142857,4.2,5,4.5,4,4,6,1,4,4,6,6,4,3,1,6
176938,"FB",6.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
43210,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480907,"FB",4.28571428571429,2.4,4,4,4,4,4,4,4,4,5,4,3.5,1,2,5
1773810,"FB",4.28571428571429,3.2,4,4,4,1,1,1,1,4,1,1,2.5,1,4,9
485660,"FB",4.28571428571429,4.4,4,4,4,4,3,3,3,7,5,6,4.5,1,2,4
43626,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174743,"FB",4.85714285714286,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4
4827240,"FB",4,3.4,3,2.5,2,2,3,2,2,3,4,4,4,1,3,6
3112903,"FB",4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
4511573,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867914,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17887,"FB",4.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10
480760,"FB",4.14285714285714,3.4,2,3,4,3,6,3,6,3,5,4,4.5,1,3,3
173934,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739633,"FB",4.71428571428571,3.6,2,2,2,2,1,2,2,4,2,2,4,2,4,6
594944,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4916690,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809873,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182935,"FB",4.57142857142857,3.4,1,1,1,1,1,1,1,1,1,1,6,1,1,7
4380590,"FB",3.42857142857143,3.2,4,2.5,1,1,2,1,3,2,2,2,5,4,3,3
19126,"FB",4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9
4489604,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596432,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4729468,"FB",4.57142857142857,4.4,4,2.5,1,1,4,3,4,3,5,4,4.5,1,2,2
4608304,"FB",4.42857142857143,4.4,2,2,2,4,4,3,4,5,5,5,4.5,4,3,7
489084,"FB",5.42857142857143,4.2,4,4,4,4,4,4,4,4,3,5,5,2,3,6
4887703,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21020,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209,"FB",4.71428571428571,4.4,3,2.5,2,2,4,1,3,4,3,2,4,3,3,3
5025828,"FB",4.71428571428571,4.2,3,3,3,3,4,3,4,4,4,4,5,3,3,7
4625400,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5028834,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686579,"FB",4.85714285714286,3.6,7,5.5,4,4,4,2,4,3,5,2,5.5,1,3,3
43450,"FB",4.71428571428571,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
4326794,"FB",4.14285714285714,4.2,3,3.5,4,4,4,4,4,4,4,4,5,2,4,5
168751,"FB",4.85714285714286,4.2,4,4,4,4,4,4,4,4,4,4,5,1,4,5
3932533,"FB",4.85714285714286,4,4,3.5,3,3,4,5,4,4,4,4,4,1,4,8
485438,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168288,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5047883,"FB",4.28571428571429,3.2,4,4,4,3,5,4,4,5,4,4,4,1,NA,NA
567060,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4536811,"FB",5.42857142857143,3.6,4,2.5,1,1,1,1,1,1,4,4,4,1,2,7
45797,"FB",3.57142857142857,4,2,1.5,1,2,4,3,4,4,4,2,5,1,2,6
1578008,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865934,"FB",5.14285714285714,4.4,4,4,4,4,5,4,4,2,5,4,4,1,3,5
647407,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4031731,"FB",4.57142857142857,3,6,3.5,1,1,3,1,3,6,4,5,5,5,4,2
168722,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43250,"FB",4.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
639654,"FB",4.71428571428571,2.8,4,4,4,4,4,4,4,4,4,4,4,1,5,2
593235,"FB",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2837723,"FB",4.71428571428571,4.4,5,3,1,2,7,1,6,1,1,1,4.5,3,2,6
48300,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116121,"FB",4.42857142857143,4,5,4.5,4,4,4,4,4,5,4,5,4,2,3,7
4548269,"FB",4.14285714285714,3.8,4,3,2,2,2,2,2,2,4,2,4,1,2,7
43596,"FB",4,2,4,3,2,2,2,2,2,2,2,2,2,1,3,3
2797926,"FB",4.42857142857143,4,3,2,1,1,2,1,2,2,5,5,4.5,1,1,3
3819875,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867794,"FB",5,4.2,3,2,1,1,2,1,2,5,4,4,4,4,4,8
173005,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119751,"FB",4,2.8,4,3,2,2,2,2,2,2,2,2,4,1,4,3
1773354,"FB",4.28571428571429,4.4,4,4,4,4,4,2,3,1,4,4,4.5,4,3,3
168772,"FB",5.14285714285714,3.4,3,2,1,1,4,2,4,4,5,6,4.5,1,2,7
42815,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039490,"FB",5.42857142857143,4.8,4,5,6,3,4,4,4,6,5,2,4.5,2,3,8
5047801,"FB",4.42857142857143,4.4,4,4,4,4,2,4,4,4,2,4,5,1,3,5
4624107,"FB",6,4.6,3,3,3,3,3,3,3,3,3,3,3,1,1,8
5031767,"FB",4.85714285714286,4,4,4,4,4,4,4,4,3,4,4,4.5,3,2,1
3172997,"FB",5.14285714285714,3.6,4,4,4,4,4,2,4,4,3,4,4.5,3,4,8
5027759,"FB",4.14285714285714,4.6,4,4,4,4,4,4,4,4,4,4,5,1,4,4
485456,"FB",4,3.2,6,5.5,5,5,3,3,4,5,4,4,5.5,1,5,8
168860,"FB",5.28571428571429,4.2,4,2.5,1,1,2,1,1,1,3,1,4,1,4,5
480184,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4666264,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50925,"FB",4.28571428571429,4,4,3.5,3,4,4,4,5,4,4,5,4.5,1,1,7
3179119,"FB",4.28571428571429,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6
574428,"FB",4.28571428571429,3.6,6,3.5,1,1,4,1,2,2,7,7,5,1,2,10
2764740,"FB",4,3.8,4,4,4,2,5,1,4,5,2,1,4,3,2,8
2798633,"FB",4.71428571428571,2.6,4,4,4,4,4,4,4,4,4,4,4,4,3,6
3154649,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008638,"FB",4.42857142857143,4.6,1,1,1,1,1,1,1,1,1,1,4,4,1,5
167441,"FB",5.14285714285714,5.8,6,6,6,5,5,6,5,6,6,6,6.5,7,4,8
893680,"FB",4.71428571428571,4.8,5,5,5,5,4,4,3,5,5,5,5,3,3,7
655814,"FB",4.85714285714286,4.4,3,3.5,4,4,5,4,4,4,3,2,4,3,4,6
4022408,"FB",4.42857142857143,4.2,4,4,4,4,4,4,4,4,4,4,4,1,3,6
4413564,"FB",5.71428571428571,4,5,4.5,4,3,4,4,3,4,3,4,5,6,3,9
4159948,"FB",6.14285714285714,6.2,6,6,6,4,5,4,6,4,5,3,6,6,3,10
5021572,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7
4779640,"FB",3.85714285714286,3.6,4,3.5,3,3,2,3,2,1,2,2,4,4,3,7
173200,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36160,"FB",5.14285714285714,3.6,5,4,3,3,3,3,3,3,3,3,3,2,3,5
4353320,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4732950,"FB",4.57142857142857,4,4,3.5,3,4,3,4,4,5,4,4,3.5,3,2,3
4067149,"FB",3.71428571428571,3.6,3,2.5,2,2,4,2,3,4,4,4,2,4,3,7
173335,"FB",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4374253,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685266,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2418880,"FB",4.71428571428571,4.4,3,3,3,3,3,3,3,4,3,3,3,4,4,2
4074650,"FB",5,4.2,2,3,4,4,4,4,4,4,5,5,3.5,2,2,6
479853,"FB",5.14285714285714,5.6,5,3.5,2,2,4,2,3,5,4,3,5,5,3,7
5006362,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481820,"FB",5.42857142857143,5,3,3.5,4,4,4,4,4,5,3,4,4.5,3,4,8
3852333,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659202,"FB",4.57142857142857,4.4,5,4,3,3,3,3,3,3,3,3,4,1,4,2
727824,"FB",4.85714285714286,4.2,4,4,4,4,3,4,3,1,3,4,5,1,1,9
1894074,"FB",4.42857142857143,3.4,5,4.5,4,4,5,4,4,5,5,4,4.5,1,3,6
486764,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524116,"FB",4.71428571428571,4.8,2,2,2,2,5,1,4,1,4,1,3.5,3,4,2
1578054,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850394,"FB",3.85714285714286,3,4,4,4,2,3,2,3,4,4,4,5.5,1,1,6
19515,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40696,"FB",4.57142857142857,4.4,4,3,2,2,2,2,2,2,2,2,4,1,4,8
579492,"FB",5.14285714285714,3.8,4,4,4,4,4,4,4,1,4,4,4,1,3,8
488061,"FB",4.28571428571429,4.6,4,4,4,4,4,4,4,4,4,4,4,5,3,8
2744799,"FB",5.28571428571429,5.2,4,4.5,5,4,6,3,7,4,1,1,5.5,4,4,3
345053,"FB",3.71428571428571,3.4,5,3,1,1,1,1,1,1,7,7,6,1,2,5
1208274,"FB",3.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8
173412,"FB",4.28571428571429,3.6,4,4,4,4,4,4,4,4,4,4,5.5,1,4,6
4780007,"FB",5,4,4,4,4,2,2,2,2,1,4,4,4,1,4,3
3982885,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481260,"FB",4.14285714285714,4.2,4,4,4,4,2,3,4,4,4,4,4,2,2,6
4018201,"FB",5,4.2,4,4,4,4,4,4,4,4,4,4,5,3,3,8
809350,"FB",4,3.8,4,4.5,5,5,5,5,4,4,4,4,4,4,3,6
4661827,"FB",4.28571428571429,3.4,5,4,3,3,5,3,3,5,7,7,4,1,3,8
444657,"FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
