StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-20 0:20:40,2021-10-20 0:32:10,IP Address,100,690,TRUE,2021-10-20 0:32:11,R_3Dd8s3VcyBuKPkd,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Usually - 5,Agree - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,,,,,,,,,,,,,,,,,,Very interesting - 4,10,1865630,NL,GA,5,0,2
2021-10-20 1:01:18,2021-10-20 1:04:51,IP Address,100,213,TRUE,2021-10-20 1:04:51,R_12fHbGv7EYq30Ua,anonymous,NL,1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Very interesting - 4,5,4326794,NL,FB,0,4,0
2021-10-20 1:06:02,2021-10-20 1:13:32,IP Address,100,449,TRUE,2021-10-20 1:13:33,R_21dk9hl0r9Mr3U0,anonymous,NL,1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Slightly too much attention - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Agree - 6,Never - 1,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Somewhat disagree - 3,Somewhat agree - 5,Never - 1,Very interesting - 4,3,3119751,NL,FB,0,5,2
2021-10-20 1:09:20,2021-10-20 1:32:09,IP Address,100,1369,TRUE,2021-10-20 1:32:09,R_3hDD8KckI5ZhPWC,anonymous,NL,1,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Never - 1,Not interesting at all - 1,7,50925,NL,FB,1,5,1
2021-10-20 1:37:52,2021-10-20 1:43:36,IP Address,100,344,TRUE,2021-10-20 1:43:36,R_33ea2h3rvkr3Pc6,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Moderately too much - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Somewhat disagree - 3,Disagree - 2,Neither agree nor disagree - 4,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,8,3932533,NL,FB,0,4,5
2021-10-19 6:14:28,2021-10-19 6:15:46,IP Address,3,77,FALSE,2021-10-21 0:52:49,R_3kk1ih4HzFMBasp,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173200,NL,FB,2,5,3
2021-10-19 8:23:27,2021-10-19 8:30:28,IP Address,16,420,FALSE,2021-10-21 0:52:49,R_qWmjsJobd5HqsBb,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173335,NL,FB,2,5,3
2021-10-19 9:03:20,2021-10-19 9:04:21,IP Address,8,60,FALSE,2021-10-21 0:52:49,R_1Q3ZsQA4SjBpeGT,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015879,NL,NOS,0,1,5
2021-10-19 9:16:48,2021-10-19 9:17:00,Spam,4,12,FALSE,2021-10-21 0:52:49,R_25SBVp3TnLvTJjA,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110175,NL,NOS,0,0,3
2021-10-19 9:34:24,2021-10-19 9:44:24,Spam,4,600,FALSE,2021-10-21 0:52:49,R_WB6J56V5Hk6QnDz,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444657,NL,FB,1,5,1
2021-10-19 9:03:37,2021-10-19 9:11:01,IP Address,52,444,FALSE,2021-10-21 0:52:49,R_2Eb3jiVdk8jsqN4,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,,,,,,,,,,,,,,,,,,,,,,,593235,NL,FB,0,5,2
2021-10-19 9:02:28,2021-10-19 9:03:23,IP Address,8,55,FALSE,2021-10-21 0:52:49,R_1mq1sIl0yMKYxmB,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4374253,NL,FB,2,5,2
2021-10-19 9:39:38,2021-10-19 9:43:27,IP Address,8,229,FALSE,2021-10-21 0:52:49,R_aWyFTJcJfpOCULv,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867914,NL,FB,1,5,0
2021-10-19 10:06:28,2021-10-19 10:08:04,IP Address,8,95,FALSE,2021-10-21 0:52:49,R_31N1hWeklQ5jEvS,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021576,NL,FB/NOS/GA,3,5,3
2021-10-19 11:25:59,2021-10-19 11:26:03,Spam,4,4,FALSE,2021-10-21 0:52:49,R_yvWXmpkxq7aAQ49,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24003,NL,NOS,0,1,5
2021-10-19 11:53:43,2021-10-19 11:58:03,Spam,4,260,FALSE,2021-10-21 0:52:49,R_3rYvkUgHv7tOKWO,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154649,NL,FB,2,3,2
2021-10-19 9:48:52,2021-10-19 9:51:59,Spam,4,187,FALSE,2021-10-21 0:52:49,R_3L0aGtHFK2FlDGC,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480823,NL,NOS,0,0,5
2021-10-19 10:31:44,2021-10-19 10:32:36,IP Address,8,51,FALSE,2021-10-21 0:52:49,R_3R8AVdOmGQlZQz5,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626484,NL,NOS,2,2,3
2021-10-19 10:27:39,2021-10-19 10:35:25,Spam,4,465,FALSE,2021-10-21 0:52:49,R_3fwKe8iOnRQx2UG,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173934,NL,FB,0,5,0
2021-10-19 13:35:02,2021-10-19 13:52:49,IP Address,88,1067,FALSE,2021-10-21 0:52:49,R_22QxWe8e223eLwX,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither too much nor too little attention - 4,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Sometimes - 3,Strongly disagree - 1,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,5047883,NL,FB,0,5,5
2021-10-19 12:58:22,2021-10-19 13:02:57,IP Address,8,274,FALSE,2021-10-21 0:52:49,R_AzaMxqo4Msb5Jbb,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578054,NL,FB,0,3,0
2021-10-19 13:53:35,2021-10-19 13:53:41,Spam,4,6,FALSE,2021-10-21 0:52:49,R_2EmLCSX5clYm97z,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047883,NL,FB,0,5,5
2021-10-19 9:45:37,2021-10-19 9:50:13,IP Address,8,275,FALSE,2021-10-21 0:52:49,R_1Hc6c6P2Ryse5cF,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485438,NL,FB,0,5,1
2021-10-19 14:51:44,2021-10-19 14:53:24,IP Address,8,99,FALSE,2021-10-21 0:52:49,R_YaZRPKdhUsELfpv,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480184,NL,FB,0,5,3
2021-10-19 15:21:03,2021-10-19 15:21:22,Spam,4,19,FALSE,2021-10-21 0:52:49,R_2ClHZQPX2xud4eR,anonymous,NL,800.000.011.920.928.000.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486764,NL,FB,0,5,2
2021-10-19 5:04:47,2021-10-19 6:41:11,IP Address,36,5784,FALSE,2021-10-21 0:52:50,R_3sbLDZjyOjRkagO,anonymous,EN,800.000.011.920.928.000.000.000,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027723,EN,None,0,2,
2021-10-19 6:13:29,2021-10-19 6:14:37,IP Address,3,67,FALSE,2021-10-21 0:52:50,R_ue7jNGWdUIsqqcN,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19515,NL,FB,1,5,2
2021-10-19 8:45:56,2021-10-19 8:46:04,Spam,4,8,FALSE,2021-10-21 0:52:50,R_UFlvD933ERrkl4R,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172863,NL,NOS,0,0,3
2021-10-19 7:20:52,2021-10-19 7:22:29,Spam,4,97,FALSE,2021-10-21 0:52:51,R_1jSOG6agpVqji1h,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135565,NL,GA,3,0,4
2021-10-19 9:09:57,2021-10-19 9:12:02,Spam,4,125,FALSE,2021-10-21 0:52:51,R_VXdKmsQuyzd2kOB,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057385,NL,GA,5,5,4
2021-10-19 9:27:16,2021-10-19 11:18:52,IP Address,8,6696,FALSE,2021-10-21 0:52:51,R_31T1QnGsjsXJYcl,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596432,NL,FB,0,4,0
2021-10-19 9:32:55,2021-10-19 9:33:10,Spam,4,14,FALSE,2021-10-21 0:52:51,R_VU3y6d8yayVN7JD,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522537,NL,NOS,2,0,4
2021-10-19 11:26:03,2021-10-19 11:29:46,Spam,4,222,FALSE,2021-10-21 0:52:51,R_eb8FYAnv8pYlQd3,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887703,NL,FB,1,5,2
2021-10-19 11:08:22,2021-10-19 11:13:10,IP Address,8,288,FALSE,2021-10-21 0:52:51,R_3rwAX87K5dvutqh,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485624,NL,NOS,0,2,3
2021-10-19 12:01:38,2021-10-19 12:03:34,IP Address,8,115,FALSE,2021-10-21 0:52:51,R_2S7YSPiwA0GXRU7,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932293,NL,GA,5,0,2
2021-10-19 10:57:48,2021-10-19 10:59:32,IP Address,8,103,FALSE,2021-10-21 0:52:51,R_2Qy8Pct30YE6bPa,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21020,NL,FB,0,5,5
2021-10-19 11:08:16,2021-10-19 11:09:56,IP Address,8,99,FALSE,2021-10-21 0:52:51,R_3k5tBomMRBXqPL9,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43388,NL,GA,3,2,0
2021-10-19 9:52:15,2021-10-19 9:54:34,IP Address,8,139,FALSE,2021-10-21 0:52:51,R_T6ZFeHd6wp9f0Hf,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52937,NL,NOS,0,3,5
2021-10-19 12:15:37,2021-10-19 12:21:16,IP Address,8,338,FALSE,2021-10-21 0:52:51,R_2AWp3BcNo7hR2j5,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973479,NL,NOS,0,2,5
2021-10-19 13:31:28,2021-10-19 13:33:41,IP Address,8,132,FALSE,2021-10-21 0:52:52,R_2wTcOKjMN0WSaCq,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487227,NL,NOS,0,1,4
2021-10-19 14:10:39,2021-10-19 14:12:18,Spam,4,99,FALSE,2021-10-21 0:52:52,R_3FLIyJwHu34NJxN,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074154,NL,NOS,0,0,5
2021-10-19 14:56:38,2021-10-19 15:00:26,IP Address,8,228,FALSE,2021-10-21 0:52:52,R_3xYgjw5bJwffBzH,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46107,NL,GA,5,5,0
2021-10-19 15:19:12,2021-10-19 15:20:03,IP Address,8,50,FALSE,2021-10-21 0:52:52,R_2sSWOxxD7AmHff0,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617090,NL,NOS,2,0,3
2021-10-20 2:13:08,2021-10-20 2:13:41,Spam,4,32,FALSE,2021-10-21 0:52:52,R_1DqWuTLouSGhjCB,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006362,NL,FB,2,5,2
2021-10-19 14:52:18,2021-10-19 14:54:13,IP Address,8,114,FALSE,2021-10-21 0:52:52,R_3CW8oysvCx7q56a,anonymous,NL,89.999.997.615.814.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487778,NL,NOS,0,1,3
2021-10-20 2:48:50,2021-10-20 2:50:51,IP Address,100,120,TRUE,2021-10-20 2:50:51,R_1mIyIOOQgEiGxbc,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat disagree - 3,Strongly disagree - 1,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Somewhat agree - 5,Moderately too little attention - 2,Moderately too little - 2,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Somewhat disagree - 3,Sometimes - 3,Slightly interesting - 2,5,2687318,NL,NOS,0,0,5
2021-10-20 2:49:31,2021-10-20 2:52:12,IP Address,100,160,TRUE,2021-10-20 2:52:12,R_1FIZM6aMCdhtk9F,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Moderately interesting - 3,6,4022408,NL,FB,2,5,2
2021-10-20 2:50:29,2021-10-20 2:54:37,IP Address,100,247,TRUE,2021-10-20 2:54:37,R_30eCWI1w0iuzsyE,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,9,2697881,NL,NOS,1,3,5
2021-10-20 2:50:47,2021-10-20 2:54:42,IP Address,100,234,TRUE,2021-10-20 2:54:42,R_7Wl0SXfevRNuQP7,anonymous,NL,1,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too little - 2,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Extremely interesting - 5,5,4074720,NL,NOS,1,0,3
2021-10-20 2:51:54,2021-10-20 2:55:06,IP Address,100,191,TRUE,2021-10-20 2:55:06,R_3M3SeWb4sq7MgEv,anonymous,NL,1,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Usually - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Neither agree of disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Very interesting - 4,8,175178,NL,GA,4,3,4
