StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1,2,3,4,5,8,7,10,6,9,SC1,SC2,SC3,Q_URL,Q_Language,ExternalReference,imid,group,email,Recruit
2021-10-14 5:40:29,2021-10-14 5:41:50,IP Address,100,80,TRUE,2021-10-14 5:41:50,R_rdnaZSFkvuDl2aR,anonymous,NL,1,"Yes, I participate",40,Male,None or primary education,2,2,2,2,5,5,2,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5006362,NL,5006362,5006362,FB,xxxx@xxx.com,Completed
2021-10-14 10:25:37,2021-10-14 10:27:28,IP Address,100,110,TRUE,2021-10-14 10:27:29,R_3oUfUBivVVieg6L,anonymous,NL,1,"Yes, I participate",75,Male,"MBO 2, 3, 4 or MBO before 1998",2,2,3,3,5,4,2,4,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=481820,NL,481820,481820,FB,xxxx@xxx.com,Completed
2021-10-15 9:08:55,2021-10-15 9:11:47,IP Address,100,172,TRUE,2021-10-15 9:11:48,R_3RqEc9kuVXLUfqe,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",70,Male,"MBO 2, 3, 4 or MBO before 1998",2,2,4,3,5,5,2,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3852333,NL,3852333,3852333,FB,xxxx@xxx.com,Completed
2021-10-06 1:38:52,2021-10-06 1:41:50,IP Address,100,178,TRUE,2021-10-06 1:41:51,R_1jH9LzjqukG7s7s,anonymous,NL,1,"Yes, I participate",65,Female,None or primary education,3,3,3,4,1,,3,0,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3135565,NL,3135565,3135565,GA,xxxx@xxx.com,Completed
2021-10-06 1:40:53,2021-10-06 1:43:06,IP Address,100,133,TRUE,2021-10-06 1:43:06,R_2TAx60wWWBeXnXF,anonymous,NL,1,"Yes, I participate",40,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,3,3,3,5,3,3,3,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4745814,NL,4745814,4745814,GA,xxxx@xxx.com,Completed
2021-10-06 1:41:45,2021-10-06 1:43:06,IP Address,100,81,TRUE,2021-10-06 1:43:06,R_1QcSkome7wYMsLn,anonymous,NL,1,"Yes, I participate",73,Male,None or primary education,5,5,1,,1,,5,0,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4096459,NL,4096459,4096459,GA,xxxx@xxx.com,Completed
2021-10-06 1:44:37,2021-10-06 1:45:13,IP Address,100,36,TRUE,2021-10-06 1:45:14,R_WjtzmQlxIcNvJM5,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",45,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,4,4,4,5,5,4,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=172978,NL,172978,172978,GA,xxxx@xxx.com,Completed
2021-10-06 3:02:02,2021-10-06 3:04:59,IP Address,100,176,TRUE,2021-10-06 3:04:59,R_1DSSuTkK14tXsiP,anonymous,NL,1,"Yes, I participate",38,Male,WO doctoral / WO master / HBO master / postgraduate education,5,5,5,5,2,1,5,1,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=42267,NL,42267,42267,GA,xxxx@xxx.com,Completed
2021-10-06 3:28:02,2021-10-06 3:30:17,IP Address,100,135,TRUE,2021-10-06 3:30:18,R_3fQ5X1AW040rrzo,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",38,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",2,4,5,5,5,5,4,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4516689,NL,4516689,4516689,GA,xxxx@xxx.com,Completed
2021-10-06 4:10:52,2021-10-06 4:12:37,IP Address,100,104,TRUE,2021-10-06 4:12:37,R_2duPBNugsDomuqb,anonymous,NL,1,"Yes, I participate",,Male,"MBO 2, 3, 4 or MBO before 1998",5,5,1,,1,,5,0,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=42254,NL,42254,42254,GA,xxxx@xxx.com,Completed
2021-10-06 4:57:32,2021-10-06 4:58:31,IP Address,100,59,TRUE,2021-10-06 4:58:31,R_2arUSttWtrFMxog,anonymous,NL,1,"Yes, I participate",65,Male,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,5,5,2,3,5,5,5,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4674504,NL,4674504,4674504,GA,xxxx@xxx.com,Completed
2021-10-06 5:59:56,2021-10-06 6:04:03,IP Address,100,247,TRUE,2021-10-06 6:04:03,R_1gbgOINf6w0E5ac,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",68,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",3,3,1,,5,5,3,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=481233,NL,481233,481233,GA,xxxx@xxx.com,Completed
2021-10-06 6:50:22,2021-10-06 6:51:18,IP Address,100,56,TRUE,2021-10-06 6:51:19,R_1f7WQHgBuLSWGMP,anonymous,NL,1,"Yes, I participate",40,Male,None or primary education,5,5,5,3,5,5,5,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=177034,NL,177034,177034,GA,xxxx@xxx.com,Completed
2021-10-06 9:21:16,2021-10-06 9:22:35,IP Address,100,78,TRUE,2021-10-06 9:22:35,R_2AMEXXPxQxQ9GuV,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",66,Male,None or primary education,3,3,2,2,5,3,3,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4061,NL,4061,4061,GA,xxxx@xxx.com,Completed
2021-10-06 9:47:02,2021-10-06 9:49:32,IP Address,100,150,TRUE,2021-10-06 9:49:32,R_yko15DVqx6YW7ER,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",35,Male,WO doctoral / WO master / HBO master / postgraduate education,5,5,5,5,5,5,5,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3082302,NL,3082302,3082302,GA,xxxx@xxx.com,Completed
2021-10-06 9:59:18,2021-10-06 10:08:31,IP Address,100,552,TRUE,2021-10-06 10:08:31,R_eyBTgnKNZ5XzSN3,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",49,Female,"MBO 2, 3, 4 or MBO before 1998",3,3,3,3,5,5,3,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=662063,NL,662063,662063,GA,xxxx@xxx.com,Completed
2021-10-06 10:12:36,2021-10-06 10:14:09,IP Address,100,92,TRUE,2021-10-06 10:14:10,R_1NFlx7vDxh0qWVo,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",62,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,2,3,2,3,5,5,3,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5021576,NL,5021576,5021576,GA,xxxx@xxx.com,Completed
2021-10-06 10:49:58,2021-10-06 10:50:57,IP Address,100,59,TRUE,2021-10-06 10:50:58,R_3j1ywNn4sRgzbdt,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",42,Female,None or primary education,2,3,2,1,5,5,3,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5022258,NL,5022258,5022258,GA,xxxx@xxx.com,Completed
2021-10-06 11:11:04,2021-10-06 11:13:38,IP Address,100,153,TRUE,2021-10-06 11:13:38,R_2cjsmmxObaIMRYv,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",59,Male,"MBO 2, 3, 4 or MBO before 1998",2,5,1,,5,5,5,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=43734,NL,43734,43734,GA,xxxx@xxx.com,Completed
2021-10-06 11:20:18,2021-10-06 11:20:57,IP Address,100,39,TRUE,2021-10-06 11:20:57,R_3iKK7cV11TJd9Ou,anonymous,NL,1,"Yes, I participate",38,Female,WO doctoral / WO master / HBO master / postgraduate education,3,3,5,5,5,5,3,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5024188,NL,5024188,5024188,GA,xxxx@xxx.com,Completed
2021-10-06 11:25:43,2021-10-06 11:26:41,IP Address,100,57,TRUE,2021-10-06 11:26:41,R_1OjXTw9J5Jz7fHX,anonymous,NL,1,"Yes, I participate",72,Male,"MBO 2, 3, 4 or MBO before 1998",3,3,1,,2,2,3,2,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=43388,NL,43388,43388,GA,xxxx@xxx.com,Completed
2021-10-06 13:44:39,2021-10-06 13:45:33,IP Address,100,54,TRUE,2021-10-06 13:45:33,R_UT5N0sTo0PxC6sh,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",30,Female,HBO (except HBO master) / WO candidate or WO bachelor,5,4,5,5,5,5,4,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2803603,NL,2803603,2803603,GA,xxxx@xxx.com,Completed
2021-10-06 14:47:57,2021-10-06 14:48:32,IP Address,100,35,TRUE,2021-10-06 14:48:33,R_1dFCWGezkV9gJ12,anonymous,NL,1,"Yes, I participate",19,Male,"MBO 2, 3, 4 or MBO before 1998",3,3,2,3,3,3,3,3,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4498229,NL,4498229,4498229,GA,xxxx@xxx.com,Completed
2021-10-06 22:46:31,2021-10-06 22:48:02,IP Address,100,91,TRUE,2021-10-06 22:48:02,R_2EA9absQhCTYMB2,anonymous,NL,1,"Yes, I participate",49,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,3,5,2,5,5,3,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4016383,NL,4016383,4016383,GA,xxxx@xxx.com,Completed
2021-10-07 3:05:54,2021-10-07 3:06:33,IP Address,100,39,TRUE,2021-10-07 3:06:34,R_3PhjvzwVepECzez,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",32,Male,HBO (except HBO master) / WO candidate or WO bachelor,4,4,4,5,5,5,4,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=911792,NL,911792,911792,GA,xxxx@xxx.com,Completed
2021-10-07 3:06:59,2021-10-07 3:08:47,IP Address,100,108,TRUE,2021-10-07 3:08:47,R_2TM0o1yGpP6vkvh,anonymous,EN,1,"Yes, I participate",46,Female,HBO (except HBO master) / WO candidate or WO bachelor,3,3,4,4,5,4,3,4,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4156208,EN,4156208,4156208,GA,xxxx@xxx.com,Completed
2021-10-07 3:14:02,2021-10-07 3:14:45,IP Address,100,43,TRUE,2021-10-07 3:14:45,R_3IRXLDv32MWSD9C,anonymous,NL,1,"Yes, I participate",30,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,3,4,5,4,3,3,3,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2466198,NL,2466198,2466198,GA,xxxx@xxx.com,Completed
2021-10-07 3:45:41,2021-10-07 3:49:00,IP Address,100,198,TRUE,2021-10-07 3:49:00,R_8hKwE2zeE8ziC53,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",52,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",5,5,4,4,5,5,5,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5057385,NL,5057385,5057385,GA,xxxx@xxx.com,Completed
2021-10-07 4:01:12,2021-10-07 4:03:53,IP Address,100,161,TRUE,2021-10-07 4:03:53,R_3O39gi3LArHYZY9,anonymous,NL,1,"Yes, I participate",74,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,5,5,5,1,,5,0,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=644346,NL,644346,644346,GA,xxxx@xxx.com,Completed
2021-10-07 4:25:01,2021-10-07 4:25:36,IP Address,100,35,TRUE,2021-10-07 4:25:36,R_3JguA0YiyKj0KTN,anonymous,NL,1,"Yes, I participate",34,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,3,2,3,5,5,3,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=46418,NL,46418,46418,GA,xxxx@xxx.com,Completed
2021-10-07 4:59:26,2021-10-07 4:59:48,IP Address,100,22,TRUE,2021-10-07 4:59:49,R_DOyF1pduvI6fvfH,anonymous,NL,1,"Yes, I participate",26,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,5,5,5,5,5,5,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4437545,NL,4437545,4437545,GA,xxxx@xxx.com,Completed
2021-10-07 6:05:08,2021-10-07 6:08:18,IP Address,100,189,TRUE,2021-10-07 6:08:18,R_3DvB3D0YVG4EBDk,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",63,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,5,5,4,1,,5,0,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3861452,NL,3861452,3861452,GA,xxxx@xxx.com,Completed
2021-10-07 7:38:17,2021-10-07 7:39:15,IP Address,100,58,TRUE,2021-10-07 7:39:17,R_1Eh3fU17FMqXsK6,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",43,Male,LBO / VMBO (management or vocational) / MBO/ VBO,2,5,2,2,4,3,5,3,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=980722,NL,980722,980722,GA,xxxx@xxx.com,Completed
2021-10-07 7:40:46,2021-10-07 7:43:09,IP Address,100,142,TRUE,2021-10-07 7:43:10,R_33yytXSGK4v3yT5,anonymous,NL,1,"Yes, I participate",66,Male,None or primary education,2,3,1,,4,3,3,3,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=169409,NL,169409,169409,GA,xxxx@xxx.com,Completed
2021-10-07 8:05:47,2021-10-07 8:07:45,IP Address,100,118,TRUE,2021-10-07 8:07:45,R_3CHFAYGpbqEJ6A9,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",70,Male,"MBO 2, 3, 4 or MBO before 1998",5,5,2,2,1,,5,0,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1865630,NL,1865630,1865630,GA,xxxx@xxx.com,Completed
2021-10-07 9:08:31,2021-10-07 9:09:15,IP Address,100,44,TRUE,2021-10-07 9:09:16,R_2fldOvjhSM8z7Lj,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",44,Male,HBO (except HBO master) / WO candidate or WO bachelor,4,4,3,3,5,5,4,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4763712,NL,4763712,4763712,GA,xxxx@xxx.com,Completed
2021-10-07 12:16:35,2021-10-07 12:19:20,IP Address,100,165,TRUE,2021-10-07 12:19:20,R_Z9SfMCJJAK9WZoJ,anonymous,NL,1,"Yes, I participate",52,Male,None or primary education,3,3,1,,5,5,3,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4720798,NL,4720798,4720798,GA,xxxx@xxx.com,Completed
2021-10-07 15:03:42,2021-10-07 15:04:52,IP Address,100,70,TRUE,2021-10-07 15:04:52,R_2rZQBjILjVG3uIg,anonymous,NL,1,"Yes, I participate",29,Female,"MBO 2, 3, 4 or MBO before 1998",3,4,5,3,5,5,4,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4632112,NL,4632112,4632112,GA,xxxx@xxx.com,Completed
2021-10-07 15:40:42,2021-10-08 2:52:32,IP Address,100,40310,TRUE,2021-10-08 2:52:32,R_2E06Gu0hMqbICyx,anonymous,NL,1,"Yes, I participate",44,Male,HBO (except HBO master) / WO candidate or WO bachelor,5,4,3,4,5,5,4,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2673441,NL,2673441,2673441,GA,xxxx@xxx.com,Completed
2021-10-08 3:29:40,2021-10-08 3:33:37,IP Address,100,236,TRUE,2021-10-08 3:33:37,R_3FJz6VXqraQzFXO,anonymous,NL,1,"Yes, I participate",71,Male,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,5,5,2,2,1,,5,0,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4434405,NL,4434405,4434405,GA,xxxx@xxx.com,Completed
2021-10-08 11:20:45,2021-10-08 11:24:41,IP Address,100,235,TRUE,2021-10-08 11:24:43,R_3qIPJJ5nDRM1Nb4,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",18,Female,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",4,4,1,,1,,4,0,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4779377,NL,4779377,4779377,GA,xxxx@xxx.com,Completed
2021-10-08 13:30:43,2021-10-08 13:35:46,IP Address,100,303,TRUE,2021-10-08 13:35:48,R_2zUAHxIvBDLnYPb,anonymous,NL,1,"Yes, I participate",61,Female,None or primary education,5,5,2,2,1,,5,0,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3932293,NL,3932293,3932293,GA,xxxx@xxx.com,Completed
2021-10-09 1:28:56,2021-10-09 1:38:08,IP Address,100,552,TRUE,2021-10-09 1:38:08,R_1QGeostTLCA2tdz,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",67,Female,"MBO 2, 3, 4 or MBO before 1998",3,3,1,,1,,3,0,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=44904,NL,44904,44904,GA,xxxx@xxx.com,Completed
2021-10-10 18:17:17,2021-10-10 18:17:47,IP Address,100,30,TRUE,2021-10-10 18:17:48,R_1NmOJIvlT4XXehZ,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",19,Female,HBO (except HBO master) / WO candidate or WO bachelor,4,3,2,2,4,2,3,2,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4079474,NL,4079474,4079474,GA,xxxx@xxx.com,Completed
2021-10-12 3:13:07,2021-10-12 3:17:10,IP Address,100,242,TRUE,2021-10-12 3:17:11,R_1jJ19EKcfpd3gdy,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",47,Female,None or primary education,2,3,3,3,5,5,3,5,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4012731,NL,4012731,4012731,GA,xxxx@xxx.com,Completed
2021-10-12 3:18:40,2021-10-12 3:21:04,IP Address,100,144,TRUE,2021-10-12 3:21:05,R_2UixnIJLUUuBwIK,anonymous,NL,1,"Yes, I participate",67,Male,WO doctoral / WO master / HBO master / postgraduate education,2,3,2,4,1,,3,0,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4163899,NL,4163899,4163899,GA,xxxx@xxx.com,Completed
2021-10-12 4:18:21,2021-10-12 4:20:52,IP Address,100,151,TRUE,2021-10-12 4:20:52,R_4GhgqZpjhuiHb21,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",78,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",5,5,5,5,5,5,5,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2864497,NL,2864497,2864497,GA,xxxx@xxx.com,Completed
2021-10-12 4:28:08,2021-10-12 4:29:50,IP Address,100,101,TRUE,2021-10-12 4:29:50,R_1jcBlJwWkP1e8G2,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",64,Male,None or primary education,3,3,1,,5,4,3,4,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=43603,NL,43603,43603,GA,xxxx@xxx.com,Completed
2021-10-12 4:36:50,2021-10-12 4:42:53,IP Address,100,362,TRUE,2021-10-12 4:42:53,R_2Puul6V0j0Lz5vu,anonymous,NL,800.000.011.920.928.000.000.000,"Yes, I participate",82,Female,WO doctoral / WO master / HBO master / postgraduate education,5,4,5,5,5,5,4,5,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3337224,NL,3337224,3337224,GA,xxxx@xxx.com,Completed
2021-10-12 8:41:12,2021-10-12 8:43:28,IP Address,100,136,TRUE,2021-10-12 8:43:28,R_1eCuVfW5oMVi5U7,anonymous,NL,1,"Yes, I participate",66,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,5,5,5,1,,5,0,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4854387,NL,4854387,4854387,GA,xxxx@xxx.com,Completed
2021-10-12 9:58:15,2021-10-12 10:08:49,IP Address,100,634,TRUE,2021-10-12 10:08:50,R_UDzVp82vuMUXjPz,anonymous,NL,1,"Yes, I participate",23,Female,"MBO 2, 3, 4 or MBO before 1998",4,4,5,4,5,4,4,4,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4168662,NL,4168662,4168662,GA,xxxx@xxx.com,Completed
2021-10-12 14:52:48,2021-10-12 14:54:30,IP Address,100,101,TRUE,2021-10-12 14:54:30,R_2V9nbNSUuFznv9k,anonymous,NL,1,"Yes, I participate",56,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,3,4,4,3,3,3,3,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=167056,NL,167056,167056,GA,xxxx@xxx.com,Completed
2021-10-12 14:53:34,2021-10-12 14:54:45,IP Address,100,71,TRUE,2021-10-12 14:54:46,R_1Fmo8DqGoCmfOT1,anonymous,NL,1,"Yes, I participate",77,Male,"HAVO or VWO (4th, 5th or 6th class) / HBS / MMS",5,3,2,2,5,5,3,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=44208,NL,44208,44208,GA,xxxx@xxx.com,Completed
2021-10-12 18:24:24,2021-10-12 18:25:20,IP Address,100,56,TRUE,2021-10-12 18:25:21,R_1gu8TjT67XaeW05,anonymous,NL,1,"Yes, I participate",36,Male,WO doctoral / WO master / HBO master / postgraduate education,4,4,5,5,4,4,4,4,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4509105,NL,4509105,4509105,GA,xxxx@xxx.com,Completed
2021-10-13 5:47:46,2021-10-13 5:50:01,IP Address,100,135,TRUE,2021-10-13 5:50:02,R_2xUUorXbQzWqudW,anonymous,NL,1,"Yes, I participate",36,Female,MAVO / HAVO or VWO (first three years) / VMBO (theoretical or mixed) / (M)ULO,4,3,2,1,5,5,3,5,1,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=4810654,NL,4810654,4810654,GA,xxxx@xxx.com,Completed
2021-10-13 9:02:51,2021-10-13 9:03:51,IP Address,100,59,TRUE,2021-10-13 9:03:51,R_3PidaPENEhkQ4HR,anonymous,NL,1,"Yes, I participate",47,Female,WO doctoral / WO master / HBO master / postgraduate education,5,5,4,4,5,5,5,5,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=5022410,NL,5022410,5022410,GA,xxxx@xxx.com,Completed
2021-10-13 9:01:57,2021-10-13 9:03:53,IP Address,100,115,TRUE,2021-10-13 9:03:53,R_1kZblDwJqMhXDMG,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",47,Male,HBO (except HBO master) / WO candidate or WO bachelor,3,3,2,2,5,5,3,5,2,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=166735,NL,166735,166735,GA,xxxx@xxx.com,Completed
2021-10-13 9:04:09,2021-10-13 9:05:55,IP Address,100,105,TRUE,2021-10-13 9:05:55,R_vGrzRlQQxd65de1,anonymous,NL,1,"Yes, I participate",45,Male,WO doctoral / WO master / HBO master / postgraduate education,3,3,5,5,5,4,3,4,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=170872,NL,170872,170872,GA,xxxx@xxx.com,Completed
2021-10-13 9:07:04,2021-10-13 9:13:12,IP Address,100,367,TRUE,2021-10-13 9:13:12,R_XZ1Ab2McvxEloDD,anonymous,NL,1,"Yes, I participate",39,Male,WO doctoral / WO master / HBO master / postgraduate education,3,3,3,3,1,,3,0,3,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=2880397,NL,2880397,2880397,GA,xxxx@xxx.com,Completed
2021-10-13 9:13:38,2021-10-13 9:14:34,IP Address,100,56,TRUE,2021-10-13 9:14:35,R_1E7fZaefY4qvJIT,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",50,Female,HBO (except HBO master) / WO candidate or WO bachelor,4,3,5,4,2,2,3,2,4,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=3821044,NL,3821044,3821044,GA,xxxx@xxx.com,Completed
2021-10-13 9:44:17,2021-10-13 9:47:37,IP Address,100,200,TRUE,2021-10-13 9:47:37,R_1od1SWAnE0n9J7B,anonymous,NL,89.999.997.615.814.200.000.000,"Yes, I participate",47,Male,"MBO 2, 3, 4 or MBO before 1998",2,4,5,5,1,,4,0,5,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=1774131,NL,1774131,1774131,GA,xxxx@xxx.com,Completed
2021-10-13 9:46:57,2021-10-13 9:50:07,IP Address,100,190,TRUE,2021-10-13 9:50:07,R_3nJJjWPXgwVOAnd,anonymous,NL,1,"Yes, I participate",78,Male,None or primary education,5,5,1,,5,5,5,5,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=46107,NL,46107,46107,GA,xxxx@xxx.com,Completed
2021-10-13 9:57:49,2021-10-13 10:01:39,IP Address,100,229,TRUE,2021-10-13 10:01:39,R_3MKmNxL95yrO7j6,anonymous,NL,1,"Yes, I participate",56,Male,"MBO 2, 3, 4 or MBO before 1998",3,3,1,,4,3,3,3,0,https://uva.fra1.qualtrics.com/jfe/form/SV_eM79Ot1jI4j5MhM?imid=53389,NL,53389,53389,GA,xxxx@xxx.com,Completed
